,Opening Price (USD),Highest Price (USD),Lowest Price (USD),Closing Price (USD),5. volume,6. market cap (USD)
2022-08-11,0.38,0.39,0.38,0.38,212303676.00,212303676.00
2022-08-12,0.38,0.38,0.37,0.38,169377982.00,169377982.00
2022-08-13,0.38,0.39,0.38,0.38,122728952.00,122728952.00
2022-08-14,0.38,0.39,0.37,0.38,184744299.00,184744299.00
2022-08-15,0.38,0.39,0.37,0.38,231352894.00,231352894.00
2022-08-16,0.38,0.38,0.37,0.38,196904975.00,196904975.00
2022-08-17,0.38,0.39,0.37,0.38,333525617.00,333525617.00
2022-08-18,0.38,0.38,0.37,0.37,206448429.00,206448429.00
2022-08-19,0.37,0.37,0.33,0.33,437831008.00,437831008.00
2022-08-20,0.33,0.34,0.33,0.34,206218319.00,206218319.00
2022-08-21,0.34,0.35,0.34,0.34,185595697.00,185595697.00
2022-08-22,0.34,0.35,0.33,0.34,259125051.00,259125051.00
2022-08-23,0.34,0.35,0.33,0.35,224844843.00,224844843.00
2022-08-24,0.35,0.35,0.34,0.35,190760736.00,190760736.00
2022-08-25,0.35,0.35,0.34,0.35,200831070.00,200831070.00
2022-08-26,0.35,0.37,0.33,0.34,439211758.00,439211758.00
2022-08-27,0.34,0.34,0.33,0.33,175871454.00,175871454.00
2022-08-28,0.33,0.34,0.32,0.32,148984590.00,148984590.00
2022-08-29,0.32,0.33,0.32,0.33,268856257.00,268856257.00
2022-08-30,0.33,0.34,0.32,0.33,213879108.00,213879108.00
2022-08-31,0.33,0.33,0.32,0.33,195043842.00,195043842.00
2022-09-01,0.33,0.33,0.32,0.33,183564987.00,183564987.00
2022-09-02,0.33,0.34,0.33,0.33,179601436.00,179601436.00
2022-09-03,0.33,0.34,0.33,0.33,103317904.00,103317904.00
2022-09-04,0.33,0.33,0.33,0.33,95913393.00,95913393.00
2022-09-05,0.33,0.33,0.32,0.33,178320876.00,178320876.00
2022-09-06,0.33,0.34,0.32,0.32,337153895.00,337153895.00
2022-09-07,0.32,0.34,0.31,0.34,267709589.00,267709589.00
2022-09-08,0.34,0.34,0.33,0.34,234589959.00,234589959.00
2022-09-09,0.34,0.36,0.34,0.36,334849027.00,334849027.00
2022-09-10,0.36,0.36,0.35,0.36,186010258.00,186010258.00
2022-09-11,0.36,0.36,0.35,0.36,146159090.00,146159090.00
2022-09-12,0.36,0.36,0.35,0.36,243143764.00,243143764.00
2022-09-13,0.36,0.36,0.33,0.33,364278378.00,364278378.00
2022-09-14,0.33,0.34,0.33,0.34,308604961.00,308604961.00
2022-09-15,0.34,0.34,0.32,0.33,406236125.00,406236125.00
2022-09-16,0.33,0.36,0.32,0.36,370003740.00,370003740.00
2022-09-17,0.36,0.38,0.35,0.38,443007880.00,443007880.00
2022-09-18,0.38,0.40,0.36,0.36,680858418.00,680858418.00
2022-09-19,0.36,0.39,0.34,0.38,737172977.00,737172977.00
2022-09-20,0.38,0.42,0.37,0.41,1113792429.00,1113792429.00
2022-09-21,0.41,0.43,0.38,0.39,925735817.00,925735817.00
2022-09-22,0.39,0.50,0.39,0.49,1322834928.00,1322834928.00
2022-09-23,0.49,0.56,0.46,0.51,1820625745.00,1820625745.00
2022-09-24,0.51,0.52,0.47,0.49,711158721.00,711158721.00
2022-09-25,0.49,0.52,0.48,0.49,738162563.00,738162563.00
2022-09-26,0.49,0.50,0.46,0.47,626520230.00,626520230.00
2022-09-27,0.47,0.49,0.43,0.45,628394011.00,628394011.00
2022-09-28,0.45,0.46,0.42,0.45,595920283.00,595920283.00
2022-09-29,0.45,0.51,0.43,0.49,788666701.00,788666701.00
2022-09-30,0.49,0.50,0.47,0.48,683028303.00,683028303.00
2022-10-01,0.48,0.49,0.47,0.48,332745201.00,332745201.00
2022-10-02,0.48,0.48,0.44,0.45,331325448.00,331325448.00
2022-10-03,0.45,0.47,0.44,0.46,393625435.00,393625435.00
2022-10-04,0.46,0.49,0.45,0.48,528294804.00,528294804.00
2022-10-05,0.48,0.50,0.47,0.49,582675616.00,582675616.00
2022-10-06,0.49,0.51,0.49,0.49,412623504.00,412623504.00
2022-10-07,0.49,0.53,0.48,0.52,523500800.00,523500800.00
2022-10-08,0.52,0.53,0.51,0.52,340783746.00,340783746.00
2022-10-09,0.52,0.55,0.51,0.53,366379188.00,366379188.00
2022-10-10,0.53,0.54,0.49,0.49,519737735.00,519737735.00
2022-10-11,0.49,0.50,0.48,0.49,445279743.00,445279743.00
2022-10-12,0.49,0.50,0.48,0.49,245221984.00,245221984.00
2022-10-13,0.49,0.49,0.44,0.48,601751609.00,601751609.00
2022-10-14,0.48,0.51,0.48,0.49,457259209.00,457259209.00
2022-10-15,0.49,0.49,0.48,0.48,155163123.00,155163123.00
2022-10-16,0.48,0.49,0.47,0.48,220894101.00,220894101.00
2022-10-17,0.48,0.48,0.46,0.48,266511552.00,266511552.00
2022-10-18,0.48,0.48,0.46,0.47,289689721.00,289689721.00
2022-10-19,0.47,0.47,0.45,0.45,330327507.00,330327507.00
2022-10-20,0.45,0.46,0.42,0.45,396744045.00,396744045.00
2022-10-21,0.45,0.46,0.43,0.46,362000551.00,362000551.00
2022-10-22,0.46,0.47,0.46,0.47,168922503.00,168922503.00
2022-10-23,0.47,0.47,0.45,0.47,201619037.00,201619037.00
2022-10-24,0.47,0.47,0.45,0.45,269189993.00,269189993.00
2022-10-25,0.45,0.47,0.44,0.46,350361399.00,350361399.00
2022-10-26,0.46,0.47,0.46,0.47,308800077.00,308800077.00
2022-10-27,0.47,0.48,0.46,0.46,386147200.00,386147200.00
2022-10-28,0.46,0.48,0.46,0.47,258511622.00,258511622.00
2022-10-29,0.47,0.48,0.47,0.47,284375501.00,284375501.00
2022-10-30,0.47,0.47,0.45,0.46,182831402.00,182831402.00
2022-10-31,0.46,0.47,0.45,0.46,291632134.00,291632134.00
2022-11-01,0.46,0.47,0.45,0.46,272552886.00,272552886.00
2022-11-02,0.46,0.47,0.45,0.45,305327596.00,305327596.00
2022-11-03,0.45,0.46,0.45,0.45,221405589.00,221405589.00
2022-11-04,0.45,0.51,0.45,0.51,561979429.00,561979429.00
2022-11-05,0.51,0.51,0.49,0.49,199360700.00,199360700.00
2022-11-06,0.49,0.49,0.47,0.47,163125807.00,163125807.00
2022-11-07,0.47,0.48,0.46,0.46,325333918.00,325333918.00
2022-11-08,0.46,0.47,0.34,0.41,978082649.00,978082649.00
2022-11-09,0.41,0.41,0.32,0.33,908074197.00,908074197.00
2022-11-10,0.33,0.40,0.33,0.39,815070852.00,815070852.00
2022-11-11,0.39,0.40,0.37,0.38,477945830.00,477945830.00
2022-11-12,0.38,0.38,0.36,0.36,254821436.00,254821436.00
2022-11-13,0.36,0.37,0.33,0.34,334510449.00,334510449.00
2022-11-14,0.34,0.38,0.32,0.38,693547037.00,693547037.00
2022-11-15,0.38,0.40,0.37,0.39,541305225.00,541305225.00
2022-11-16,0.39,0.39,0.36,0.38,363276410.00,363276410.00
2022-11-17,0.38,0.39,0.37,0.38,413772413.00,413772413.00
2022-11-18,0.38,0.39,0.37,0.38,292591109.00,292591109.00
2022-11-19,0.38,0.39,0.38,0.38,145313373.00,145313373.00
2022-11-20,0.38,0.40,0.36,0.36,308373842.00,308373842.00
2022-11-21,0.36,0.37,0.35,0.36,591706474.00,591706474.00
2022-11-22,0.36,0.38,0.35,0.38,464705247.00,464705247.00
2022-11-23,0.38,0.38,0.37,0.38,354058802.00,354058802.00
2022-11-24,0.38,0.41,0.37,0.40,454087891.00,454087891.00
2022-11-25,0.40,0.42,0.39,0.41,428503257.00,428503257.00
2022-11-26,0.41,0.41,0.39,0.40,184581391.00,184581391.00
2022-11-27,0.40,0.41,0.39,0.40,199432182.00,199432182.00
2022-11-28,0.40,0.40,0.37,0.39,434930297.00,434930297.00
2022-11-29,0.39,0.40,0.38,0.40,355638077.00,355638077.00
2022-11-30,0.40,0.41,0.39,0.41,329757224.00,329757224.00
2022-12-01,0.41,0.41,0.39,0.40,251203503.00,251203503.00
2022-12-02,0.40,0.40,0.38,0.40,257877078.00,257877078.00
2022-12-03,0.40,0.40,0.39,0.39,152919238.00,152919238.00
2022-12-04,0.39,0.39,0.39,0.39,134434499.00,134434499.00
2022-12-05,0.39,0.40,0.38,0.39,338205071.00,338205071.00
2022-12-06,0.39,0.39,0.38,0.39,302191639.00,302191639.00
2022-12-07,0.39,0.39,0.37,0.38,307733325.00,307733325.00
2022-12-08,0.38,0.40,0.38,0.39,276255107.00,276255107.00
2022-12-09,0.39,0.40,0.38,0.39,259535105.00,259535105.00
2022-12-10,0.39,0.39,0.39,0.39,99433210.00,99433210.00
2022-12-11,0.39,0.39,0.38,0.38,96374128.00,96374128.00
2022-12-12,0.38,0.39,0.37,0.39,348028456.00,348028456.00
2022-12-13,0.39,0.40,0.38,0.40,440118070.00,440118070.00
2022-12-14,0.40,0.40,0.38,0.39,329607186.00,329607186.00
2022-12-15,0.39,0.39,0.37,0.38,226540166.00,226540166.00
2022-12-16,0.38,0.38,0.34,0.35,376428572.00,376428572.00
2022-12-17,0.35,0.36,0.35,0.35,208492422.00,208492422.00
2022-12-18,0.35,0.36,0.35,0.35,115421793.00,115421793.00
2022-12-19,0.35,0.35,0.33,0.34,365699862.00,365699862.00
2022-12-20,0.34,0.35,0.34,0.35,312424782.00,312424782.00
2022-12-21,0.35,0.35,0.34,0.34,287425951.00,287425951.00
2022-12-22,0.34,0.35,0.34,0.35,255155313.00,255155313.00
2022-12-23,0.35,0.35,0.35,0.35,221882542.00,221882542.00
2022-12-24,0.35,0.35,0.35,0.35,62857912.00,62857912.00
2022-12-25,0.35,0.35,0.34,0.35,100344595.00,100344595.00
2022-12-26,0.35,0.37,0.35,0.37,337834881.00,337834881.00
2022-12-27,0.37,0.37,0.36,0.37,385194770.00,385194770.00
2022-12-28,0.37,0.37,0.35,0.36,337095747.00,337095747.00
2022-12-29,0.36,0.36,0.34,0.34,347820025.00,347820025.00
2022-12-30,0.34,0.35,0.33,0.35,270037618.00,270037618.00
2022-12-31,0.34,0.35,0.34,0.34,138156698.00,138156698.00
2023-01-01,0.34,0.34,0.34,0.34,102026821.00,102026821.00
2023-01-02,0.34,0.36,0.30,0.35,647520487.00,647520487.00
2023-01-03,0.35,0.35,0.34,0.34,346410334.00,346410334.00
2023-01-04,0.34,0.36,0.34,0.35,372672796.00,372672796.00
2023-01-05,0.35,0.35,0.33,0.34,265529668.00,265529668.00
2023-01-06,0.34,0.35,0.33,0.34,278304929.00,278304929.00
2023-01-07,0.34,0.35,0.34,0.34,103851424.00,103851424.00
2023-01-08,0.34,0.35,0.34,0.35,185516324.00,185516324.00
2023-01-09,0.35,0.36,0.34,0.35,527746615.00,527746615.00
2023-01-10,0.35,0.35,0.34,0.35,338577860.00,338577860.00
2023-01-11,0.35,0.38,0.35,0.37,626037461.00,626037461.00
2023-01-12,0.37,0.38,0.36,0.37,505754231.00,505754231.00
2023-01-13,0.37,0.39,0.37,0.39,405120914.00,405120914.00
2023-01-14,0.39,0.41,0.38,0.40,582781070.00,582781070.00
2023-01-15,0.40,0.40,0.38,0.38,294014260.00,294014260.00
2023-01-16,0.38,0.41,0.38,0.39,542041099.00,542041099.00
2023-01-17,0.39,0.40,0.38,0.39,378212343.00,378212343.00
2023-01-18,0.39,0.40,0.37,0.38,615064764.00,615064764.00
2023-01-19,0.38,0.40,0.38,0.39,416112670.00,416112670.00
2023-01-20,0.39,0.41,0.39,0.41,366316527.00,366316527.00
2023-01-21,0.41,0.42,0.40,0.40,346602583.00,346602583.00
2023-01-22,0.40,0.41,0.40,0.40,250067543.00,250067543.00
2023-01-23,0.40,0.43,0.40,0.42,723894773.00,723894773.00
2023-01-24,0.42,0.43,0.40,0.41,411297898.00,411297898.00
2023-01-25,0.41,0.42,0.40,0.42,375065459.00,375065459.00
2023-01-26,0.42,0.42,0.41,0.41,290069659.00,290069659.00
2023-01-27,0.41,0.41,0.40,0.41,274281738.00,274281738.00
2023-01-28,0.41,0.42,0.41,0.41,148949278.00,148949278.00
2023-01-29,0.41,0.42,0.41,0.41,166884667.00,166884667.00
2023-01-30,0.41,0.42,0.39,0.39,433795926.00,433795926.00
2023-01-31,0.39,0.41,0.39,0.41,346580963.00,346580963.00
2023-02-01,0.41,0.42,0.40,0.41,379103907.00,379103907.00
2023-02-02,0.41,0.42,0.41,0.41,322532370.00,322532370.00
2023-02-03,0.41,0.41,0.41,0.41,274689680.00,274689680.00
2023-02-04,0.41,0.42,0.41,0.41,178134111.00,178134111.00
2023-02-05,0.41,0.41,0.39,0.40,237111362.00,237111362.00
2023-02-06,0.40,0.40,0.39,0.39,315995053.00,315995053.00
2023-02-07,0.39,0.40,0.39,0.40,356160688.00,356160688.00
2023-02-08,0.40,0.41,0.39,0.40,263188839.00,263188839.00
2023-02-09,0.40,0.41,0.37,0.38,526681339.00,526681339.00
2023-02-10,0.38,0.39,0.38,0.38,279931749.00,279931749.00
2023-02-11,0.38,0.38,0.38,0.38,123179600.00,123179600.00
2023-02-12,0.38,0.39,0.37,0.37,135976322.00,135976322.00
2023-02-13,0.37,0.38,0.36,0.37,382768169.00,382768169.00
2023-02-14,0.37,0.38,0.36,0.38,372274074.00,372274074.00
2023-02-15,0.38,0.40,0.38,0.40,370966882.00,370966882.00
2023-02-16,0.40,0.40,0.38,0.38,450636395.00,450636395.00
2023-02-17,0.38,0.40,0.38,0.40,358052399.00,358052399.00
2023-02-18,0.39,0.40,0.39,0.39,145625421.00,145625421.00
2023-02-19,0.39,0.40,0.38,0.39,237992952.00,237992952.00
2023-02-20,0.39,0.41,0.38,0.40,557018367.00,557018367.00
2023-02-21,0.40,0.40,0.39,0.39,448284088.00,448284088.00
2023-02-22,0.39,0.40,0.38,0.40,389277544.00,389277544.00
2023-02-23,0.40,0.40,0.39,0.39,348351954.00,348351954.00
2023-02-24,0.39,0.39,0.37,0.38,356652233.00,356652233.00
2023-02-25,0.38,0.38,0.37,0.38,179723963.00,179723963.00
2023-02-26,0.38,0.38,0.37,0.38,130843027.00,130843027.00
2023-02-27,0.38,0.38,0.37,0.38,421412885.00,421412885.00
2023-02-28,0.38,0.38,0.37,0.38,371401256.00,371401256.00
2023-03-01,0.38,0.38,0.37,0.38,317577485.00,317577485.00
2023-03-02,0.38,0.38,0.37,0.38,281873061.00,281873061.00
2023-03-03,0.38,0.38,0.35,0.38,490515388.00,490515388.00
2023-03-04,0.38,0.38,0.37,0.37,164275250.00,164275250.00
2023-03-05,0.37,0.38,0.37,0.37,163637644.00,163637644.00
2023-03-06,0.37,0.37,0.36,0.37,428373378.00,428373378.00
2023-03-07,0.37,0.38,0.37,0.38,562644274.00,562644274.00
2023-03-08,0.38,0.40,0.37,0.39,682406723.00,682406723.00
2023-03-09,0.39,0.40,0.36,0.37,655014119.00,655014119.00
2023-03-10,0.37,0.38,0.36,0.37,541098785.00,541098785.00
2023-03-11,0.37,0.37,0.36,0.36,342981412.00,342981412.00
2023-03-12,0.36,0.37,0.35,0.37,389760071.00,389760071.00
2023-03-13,0.37,0.38,0.36,0.37,556402600.00,556402600.00
2023-03-14,0.37,0.39,0.36,0.37,544803822.00,544803822.00
2023-03-15,0.37,0.38,0.36,0.36,385093409.00,385093409.00
2023-03-16,0.36,0.37,0.36,0.36,259083315.00,259083315.00
2023-03-17,0.36,0.38,0.36,0.38,405873760.00,405873760.00
2023-03-18,0.38,0.39,0.37,0.37,360335327.00,360335327.00
2023-03-19,0.37,0.40,0.37,0.39,476291604.00,476291604.00
2023-03-20,0.39,0.39,0.37,0.37,443129416.00,443129416.00
2023-03-21,0.37,0.49,0.37,0.47,1698380685.00,1698380685.00
2023-03-22,0.47,0.47,0.41,0.42,1409641087.00,1409641087.00
2023-03-23,0.42,0.46,0.41,0.44,837629903.00,837629903.00
2023-03-24,0.44,0.44,0.41,0.43,507977567.00,507977567.00
2023-03-25,0.43,0.47,0.42,0.44,635312958.00,635312958.00
2023-03-26,0.44,0.46,0.44,0.45,364479792.00,364479792.00
2023-03-27,0.45,0.49,0.44,0.48,1003256531.00,1003256531.00
2023-03-28,0.48,0.53,0.47,0.51,1126346466.00,1126346466.00
2023-03-29,0.51,0.58,0.51,0.54,1291815558.00,1291815558.00
2023-03-30,0.54,0.56,0.52,0.53,827691286.00,827691286.00
2023-03-31,0.53,0.56,0.53,0.54,532875635.00,532875635.00
2023-04-01,0.54,0.54,0.50,0.51,516087832.00,516087832.00
2023-04-02,0.51,0.53,0.50,0.52,391347744.00,391347744.00
2023-04-03,0.52,0.53,0.48,0.50,522070023.00,522070023.00
2023-04-04,0.50,0.51,0.49,0.50,360227447.00,360227447.00
2023-04-05,0.50,0.53,0.50,0.51,411989031.00,411989031.00
2023-04-06,0.51,0.51,0.49,0.50,315900045.00,315900045.00
2023-04-07,0.50,0.52,0.50,0.51,318185786.00,318185786.00
2023-04-08,0.51,0.51,0.50,0.50,136614694.00,136614694.00
2023-04-09,0.50,0.51,0.50,0.51,116122379.00,116122379.00
2023-04-10,0.51,0.52,0.50,0.52,264898196.00,264898196.00
2023-04-11,0.52,0.53,0.51,0.52,358821527.00,358821527.00
2023-04-12,0.52,0.52,0.50,0.50,339100343.00,339100343.00
2023-04-13,0.50,0.52,0.50,0.51,273342378.00,273342378.00
2023-04-14,0.51,0.55,0.51,0.52,462335443.00,462335443.00
2023-04-15,0.52,0.53,0.52,0.52,152508925.00,152508925.00
2023-04-16,0.52,0.52,0.52,0.52,157240759.00,157240759.00
2023-04-17,0.52,0.52,0.51,0.51,299749754.00,299749754.00
2023-04-18,0.51,0.54,0.51,0.53,358112470.00,358112470.00
2023-04-19,0.53,0.54,0.47,0.49,620153279.00,620153279.00
2023-04-20,0.49,0.50,0.47,0.48,454997513.00,454997513.00
2023-04-21,0.48,0.48,0.44,0.45,425209825.00,425209825.00
2023-04-22,0.45,0.48,0.45,0.47,242021955.00,242021955.00
2023-04-23,0.47,0.47,0.45,0.46,222191297.00,222191297.00
2023-04-24,0.46,0.49,0.45,0.46,408426760.00,408426760.00
2023-04-25,0.46,0.47,0.45,0.47,377056298.00,377056298.00
2023-04-26,0.47,0.48,0.43,0.46,551155391.00,551155391.00
2023-04-27,0.46,0.47,0.46,0.47,345756985.00,345756985.00
2023-04-28,0.47,0.48,0.46,0.48,384917512.00,384917512.00
2023-04-29,0.48,0.49,0.47,0.48,175533507.00,175533507.00
2023-04-30,0.48,0.48,0.47,0.47,143199211.00,143199211.00
2023-05-01,0.47,0.47,0.45,0.46,338231418.00,338231418.00
2023-05-02,0.46,0.47,0.46,0.46,330734355.00,330734355.00
2023-05-03,0.46,0.47,0.45,0.46,341232638.00,341232638.00
2023-05-04,0.46,0.47,0.45,0.46,218212542.00,218212542.00
2023-05-05,0.46,0.47,0.45,0.47,292855620.00,292855620.00
2023-05-06,0.47,0.47,0.45,0.46,168649976.00,168649976.00
2023-05-07,0.46,0.46,0.45,0.45,119401215.00,119401215.00
2023-05-08,0.45,0.45,0.41,0.43,483055933.00,483055933.00
2023-05-09,0.43,0.43,0.42,0.43,331497882.00,331497882.00
2023-05-10,0.43,0.43,0.41,0.43,334930240.00,334930240.00
2023-05-11,0.43,0.43,0.41,0.42,288769811.00,288769811.00
2023-05-12,0.42,0.44,0.42,0.43,408757650.00,408757650.00
2023-05-13,0.43,0.43,0.42,0.42,102125283.00,102125283.00
2023-05-14,0.42,0.43,0.42,0.43,97517794.00,97517794.00
2023-05-15,0.43,0.43,0.42,0.43,263543031.00,263543031.00
2023-05-16,0.43,0.44,0.42,0.44,357854908.00,357854908.00
2023-05-17,0.44,0.46,0.44,0.45,511331200.00,511331200.00
2023-05-18,0.45,0.47,0.44,0.46,420292099.00,420292099.00
2023-05-19,0.46,0.48,0.46,0.47,327924286.00,327924286.00
2023-05-20,0.47,0.47,0.46,0.47,133085427.00,133085427.00
2023-05-21,0.47,0.47,0.46,0.46,152105849.00,152105849.00
2023-05-22,0.46,0.47,0.45,0.46,289989578.00,289989578.00
2023-05-23,0.46,0.47,0.46,0.47,270491006.00,270491006.00
2023-05-24,0.47,0.47,0.45,0.45,334128026.00,334128026.00
2023-05-25,0.45,0.46,0.44,0.45,190174437.00,190174437.00
2023-05-26,0.45,0.47,0.45,0.47,284645154.00,284645154.00
2023-05-27,0.47,0.48,0.47,0.47,178798933.00,178798933.00
2023-05-28,0.47,0.49,0.47,0.48,166534206.00,166534206.00
2023-05-29,0.48,0.50,0.48,0.49,328535756.00,328535756.00
2023-05-30,0.49,0.53,0.49,0.52,662891231.00,662891231.00
2023-05-31,0.52,0.53,0.50,0.52,440917044.00,440917044.00
2023-06-01,0.52,0.52,0.50,0.51,320782418.00,320782418.00
2023-06-02,0.51,0.53,0.50,0.52,293048961.00,293048961.00
2023-06-03,0.52,0.53,0.51,0.52,172139129.00,172139129.00
2023-06-04,0.52,0.55,0.52,0.54,250235168.00,250235168.00
2023-06-05,0.54,0.54,0.49,0.51,616993814.00,616993814.00
2023-06-06,0.51,0.53,0.50,0.53,458413458.00,458413458.00
2023-06-07,0.53,0.54,0.51,0.52,467474175.00,467474175.00
2023-06-08,0.52,0.53,0.52,0.52,262982251.00,262982251.00
2023-06-09,0.52,0.54,0.52,0.54,352068623.00,352068623.00
2023-06-10,0.54,0.54,0.47,0.51,609302319.00,609302319.00
2023-06-11,0.51,0.53,0.50,0.52,221202480.00,221202480.00
2023-06-12,0.52,0.53,0.51,0.53,356547544.00,356547544.00
2023-06-13,0.53,0.57,0.51,0.52,771631184.00,771631184.00
2023-06-14,0.52,0.52,0.46,0.48,544396397.00,544396397.00
2023-06-15,0.48,0.49,0.47,0.48,337742736.00,337742736.00
2023-06-16,0.48,0.48,0.46,0.48,376661662.00,376661662.00
2023-06-17,0.48,0.49,0.47,0.48,189579671.00,189579671.00
2023-06-18,0.48,0.50,0.47,0.49,225020544.00,225020544.00
2023-06-19,0.49,0.50,0.48,0.49,322187608.00,322187608.00
2023-06-20,0.49,0.50,0.47,0.49,378325906.00,378325906.00
2023-06-21,0.49,0.50,0.49,0.50,408749828.00,408749828.00
2023-06-22,0.50,0.53,0.48,0.49,442729597.00,442729597.00
2023-06-23,0.49,0.50,0.48,0.50,345391930.00,345391930.00
2023-06-24,0.50,0.50,0.48,0.49,193097516.00,193097516.00
2023-06-25,0.49,0.50,0.48,0.49,191583170.00,191583170.00
2023-06-26,0.49,0.49,0.47,0.48,305338027.00,305338027.00
2023-06-27,0.48,0.49,0.48,0.48,291583944.00,291583944.00
2023-06-28,0.48,0.48,0.45,0.46,325837765.00,325837765.00
2023-06-29,0.46,0.48,0.46,0.47,211214558.00,211214558.00
2023-06-30,0.47,0.48,0.45,0.47,393612239.00,393612239.00
2023-07-01,0.47,0.48,0.46,0.47,232549409.00,232549409.00
2023-07-02,0.47,0.50,0.47,0.48,337155089.00,337155089.00
2023-07-03,0.48,0.49,0.48,0.49,357020349.00,357020349.00
2023-07-04,0.49,0.49,0.48,0.49,299439491.00,299439491.00
2023-07-05,0.49,0.49,0.47,0.48,292620010.00,292620010.00
2023-07-06,0.48,0.48,0.46,0.46,304125111.00,304125111.00
2023-07-07,0.46,0.47,0.46,0.47,230688947.00,230688947.00
2023-07-08,0.47,0.47,0.46,0.47,116031881.00,116031881.00
2023-07-09,0.47,0.47,0.47,0.47,80147955.00,80147955.00
2023-07-10,0.47,0.48,0.46,0.48,334545737.00,334545737.00
2023-07-11,0.48,0.48,0.47,0.48,225681776.00,225681776.00
2023-07-12,0.48,0.48,0.46,0.47,220670755.00,220670755.00
2023-07-13,0.47,0.94,0.47,0.82,2499971165.00,2499971165.00
2023-07-14,0.82,0.83,0.67,0.72,1525175518.00,1525175518.00
2023-07-15,0.72,0.74,0.69,0.71,703355719.00,703355719.00
2023-07-16,0.71,0.79,0.70,0.75,946644269.00,946644269.00
2023-07-17,0.75,0.77,0.71,0.74,608872143.00,608872143.00
2023-07-18,0.74,0.79,0.73,0.78,598030609.00,598030609.00
2023-07-19,0.78,0.85,0.77,0.82,913495953.00,913495953.00
2023-07-20,0.82,0.85,0.77,0.79,643507521.00,643507521.00
2023-07-21,0.79,0.80,0.76,0.77,411233974.00,411233974.00
2023-07-22,0.77,0.78,0.72,0.73,324984749.00,324984749.00
2023-07-23,0.73,0.75,0.71,0.74,293811431.00,293811431.00
2023-07-24,0.74,0.74,0.68,0.70,513611905.00,513611905.00
2023-07-25,0.70,0.72,0.67,0.71,393523223.00,393523223.00
2023-07-26,0.71,0.73,0.69,0.72,369415295.00,369415295.00
2023-07-27,0.72,0.73,0.71,0.71,312450860.00,312450860.00
2023-07-28,0.71,0.72,0.70,0.71,200990844.00,200990844.00
2023-07-29,0.71,0.72,0.70,0.71,105603908.00,105603908.00
2023-07-30,0.71,0.74,0.68,0.70,267572438.00,267572438.00
2023-07-31,0.70,0.72,0.69,0.70,378390957.00,378390957.00
2023-08-01,0.70,0.71,0.67,0.71,366664318.00,366664318.00
2023-08-02,0.71,0.71,0.68,0.69,257325957.00,257325957.00
2023-08-03,0.68,0.69,0.65,0.66,353547025.00,353547025.00
2023-08-04,0.66,0.67,0.62,0.64,350885648.00,350885648.00
2023-08-05,0.64,0.64,0.61,0.63,290912373.00,290912373.00
2023-08-06,0.63,0.64,0.62,0.62,201522971.00,201522971.00
2023-08-07,0.62,0.63,0.60,0.62,446625792.00,446625792.00
2023-08-08,0.62,0.65,0.61,0.64,377837388.00,377837388.00
2023-08-09,0.64,0.67,0.63,0.64,440268396.00,440268396.00
2023-08-10,0.64,0.64,0.62,0.63,294658012.00,294658012.00
2023-08-11,0.63,0.64,0.63,0.63,225898829.00,225898829.00
2023-08-12,0.63,0.63,0.62,0.63,87289374.00,87289374.00
2023-08-13,0.63,0.64,0.62,0.63,137308778.00,137308778.00
2023-08-14,0.63,0.64,0.62,0.63,260175236.00,260175236.00
2023-08-15,0.63,0.63,0.58,0.61,388356202.00,388356202.00
2023-08-16,0.61,0.62,0.57,0.59,581618879.00,581618879.00
2023-08-17,0.59,0.59,0.42,0.51,847602528.00,847602528.00
2023-08-18,0.51,0.52,0.48,0.51,724839898.00,724839898.00
2023-08-19,0.51,0.52,0.50,0.52,298930279.00,298930279.00
2023-08-20,0.52,0.56,0.52,0.54,452910011.00,452910011.00
2023-08-21,0.54,0.54,0.50,0.52,528716245.00,528716245.00
2023-08-22,0.52,0.53,0.50,0.52,422200069.00,422200069.00
2023-08-23,0.52,0.54,0.52,0.53,286855957.00,286855957.00
2023-08-24,0.53,0.53,0.51,0.52,252154333.00,252154333.00
2023-08-25,0.52,0.53,0.51,0.53,326124248.00,326124248.00
2023-08-26,0.53,0.53,0.52,0.52,110436094.00,110436094.00
2023-08-27,0.52,0.53,0.52,0.52,132391247.00,132391247.00
2023-08-28,0.52,0.53,0.51,0.52,266211960.00,266211960.00
2023-08-29,0.52,0.55,0.51,0.54,458921685.00,458921685.00
2023-08-30,0.54,0.54,0.52,0.53,279526116.00,279526116.00
2023-08-31,0.53,0.53,0.49,0.51,359350681.00,359350681.00
2023-09-01,0.51,0.51,0.49,0.50,390869888.00,390869888.00
2023-09-02,0.50,0.50,0.49,0.50,173634913.00,173634913.00
2023-09-03,0.50,0.51,0.50,0.50,148603214.00,148603214.00
2023-09-04,0.50,0.51,0.50,0.51,293271541.00,293271541.00
2023-09-05,0.51,0.51,0.50,0.51,260333041.00,260333041.00
2023-09-06,0.51,0.51,0.49,0.50,255134232.00,255134232.00
2023-09-07,0.50,0.51,0.50,0.51,209969723.00,209969723.00
2023-09-08,0.51,0.51,0.49,0.51,223628172.00,223628172.00
2023-09-09,0.50,0.50,0.50,0.50,69132813.00,69132813.00
2023-09-10,0.50,0.50,0.49,0.50,144849888.00,144849888.00
2023-09-11,0.50,0.50,0.46,0.47,484437445.00,484437445.00
